id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	APOE+ FIB|APOE+ FIB	APOE+ FIB|CD40LG+ TC	APOE+ FIB|COL11A1+ FIB	APOE+ FIB|FBN1+ FIB	APOE+ FIB|Inflam. DC	APOE+ FIB|Inflam. FIB	APOE+ FIB|Inflam. TC	APOE+ FIB|LC	APOE+ FIB|NKT	APOE+ FIB|TC	APOE+ FIB|cDC1	APOE+ FIB|cDC2	CD40LG+ TC|APOE+ FIB	CD40LG+ TC|CD40LG+ TC	CD40LG+ TC|COL11A1+ FIB	CD40LG+ TC|FBN1+ FIB	CD40LG+ TC|Inflam. DC	CD40LG+ TC|Inflam. FIB	CD40LG+ TC|Inflam. TC	CD40LG+ TC|LC	CD40LG+ TC|NKT	CD40LG+ TC|TC	CD40LG+ TC|cDC1	CD40LG+ TC|cDC2	COL11A1+ FIB|APOE+ FIB	COL11A1+ FIB|CD40LG+ TC	COL11A1+ FIB|COL11A1+ FIB	COL11A1+ FIB|FBN1+ FIB	COL11A1+ FIB|Inflam. DC	COL11A1+ FIB|Inflam. FIB	COL11A1+ FIB|Inflam. TC	COL11A1+ FIB|LC	COL11A1+ FIB|NKT	COL11A1+ FIB|TC	COL11A1+ FIB|cDC1	COL11A1+ FIB|cDC2	FBN1+ FIB|APOE+ FIB	FBN1+ FIB|CD40LG+ TC	FBN1+ FIB|COL11A1+ FIB	FBN1+ FIB|FBN1+ FIB	FBN1+ FIB|Inflam. DC	FBN1+ FIB|Inflam. FIB	FBN1+ FIB|Inflam. TC	FBN1+ FIB|LC	FBN1+ FIB|NKT	FBN1+ FIB|TC	FBN1+ FIB|cDC1	FBN1+ FIB|cDC2	Inflam. DC|APOE+ FIB	Inflam. DC|CD40LG+ TC	Inflam. DC|COL11A1+ FIB	Inflam. DC|FBN1+ FIB	Inflam. DC|Inflam. DC	Inflam. DC|Inflam. FIB	Inflam. DC|Inflam. TC	Inflam. DC|LC	Inflam. DC|NKT	Inflam. DC|TC	Inflam. DC|cDC1	Inflam. DC|cDC2	Inflam. FIB|APOE+ FIB	Inflam. FIB|CD40LG+ TC	Inflam. FIB|COL11A1+ FIB	Inflam. FIB|FBN1+ FIB	Inflam. FIB|Inflam. DC	Inflam. FIB|Inflam. FIB	Inflam. FIB|Inflam. TC	Inflam. FIB|LC	Inflam. FIB|NKT	Inflam. FIB|TC	Inflam. FIB|cDC1	Inflam. FIB|cDC2	Inflam. TC|APOE+ FIB	Inflam. TC|CD40LG+ TC	Inflam. TC|COL11A1+ FIB	Inflam. TC|FBN1+ FIB	Inflam. TC|Inflam. DC	Inflam. TC|Inflam. FIB	Inflam. TC|Inflam. TC	Inflam. TC|LC	Inflam. TC|NKT	Inflam. TC|TC	Inflam. TC|cDC1	Inflam. TC|cDC2	LC|APOE+ FIB	LC|CD40LG+ TC	LC|COL11A1+ FIB	LC|FBN1+ FIB	LC|Inflam. DC	LC|Inflam. FIB	LC|Inflam. TC	LC|LC	LC|NKT	LC|TC	LC|cDC1	LC|cDC2	NKT|APOE+ FIB	NKT|CD40LG+ TC	NKT|COL11A1+ FIB	NKT|FBN1+ FIB	NKT|Inflam. DC	NKT|Inflam. FIB	NKT|Inflam. TC	NKT|LC	NKT|NKT	NKT|TC	NKT|cDC1	NKT|cDC2	TC|APOE+ FIB	TC|CD40LG+ TC	TC|COL11A1+ FIB	TC|FBN1+ FIB	TC|Inflam. DC	TC|Inflam. FIB	TC|Inflam. TC	TC|LC	TC|NKT	TC|TC	TC|cDC1	TC|cDC2	cDC1|APOE+ FIB	cDC1|CD40LG+ TC	cDC1|COL11A1+ FIB	cDC1|FBN1+ FIB	cDC1|Inflam. DC	cDC1|Inflam. FIB	cDC1|Inflam. TC	cDC1|LC	cDC1|NKT	cDC1|TC	cDC1|cDC1	cDC1|cDC2	cDC2|APOE+ FIB	cDC2|CD40LG+ TC	cDC2|COL11A1+ FIB	cDC2|FBN1+ FIB	cDC2|Inflam. DC	cDC2|Inflam. FIB	cDC2|Inflam. TC	cDC2|LC	cDC2|NKT	cDC2|TC	cDC2|cDC1	cDC2|cDC2
CPI-SC03FF6E42F	LAMC1_integrin_a7b1_complex	simple:P11047	complex:integrin_a7b1_complex	LAMC1		True	False	False	curated	True	Ligand-Receptor	Adhesion by Laminin	0.296	0.0	0.24	0.24	0.0	0.0	0.0	0.0	0.281	0.0	0.0	0.0	0.073	0.0	0.017	0.016	0.0	0.0	0.0	0.0	0.057	0.0	0.0	0.0	0.198	0.0	0.142	0.141	0.0	0.0	0.0	0.0	0.182	0.0	0.0	0.0	0.284	0.0	0.228	0.227	0.0	0.0	0.0	0.0	0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.378	0.0	0.322	0.322	0.0	0.0	0.0	0.0	0.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103	0.0	0.047	0.046	0.0	0.0	0.0	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00561BBD7	PVR_TIGIT	simple:P15151	simple:Q495A1	PVR	TIGIT	True	True	False	curated	False	Ligand-Receptor	Signaling by Poliovirus receptor	0.0	0.07	0.0	0.0	0.0	0.0	0.304	0.041	0.074	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.0	0.0	0.0	0.0	0.335	0.072	0.105	0.071	0.0	0.0	0.0	0.071	0.0	0.0	0.0	0.0	0.305	0.041	0.075	0.041	0.0	0.0	0.0	0.828	0.0	0.0	0.0	0.0	1.062	0.799	0.832	0.798	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.304	0.041	0.074	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126	0.0	0.0	0.0	0.0	0.36	0.097	0.13	0.096	0.0	0.0	0.0	0.117	0.0	0.0	0.0	0.0	0.351	0.088	0.121	0.087	0.0	0.0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.137	0.014	0.036	0.006	0.0	0.0	0.0	0.722	0.108	0.019	0.274	0.572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.164	0.185	0.156	0.0	0.0	0.0	0.871	0.258	0.169	0.424	0.722	0.208	0.085	0.107	0.077	0.0	0.0	0.0	0.793	0.18	0.09	0.345	0.643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.164	0.042	0.063	0.033	0.0	0.0	0.0	0.749	0.136	0.046	0.301	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158	0.035	0.057	0.027	0.0	0.0	0.0	0.743	0.129	0.04	0.295	0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0914C7C85	THBS2_CD36	simple:P35442	simple:P16671	THBS2	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.318	0.195	0.217	0.187	0.0	0.0	0.0	0.903	0.29	0.2	0.455	0.754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.526	0.404	0.425	0.396	0.0	0.0	0.0	1.111	0.498	0.409	0.664	0.962	0.632	0.509	0.531	0.501	0.0	0.0	0.0	1.217	0.603	0.514	0.769	1.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.496	0.373	0.395	0.365	0.0	0.0	0.0	1.081	0.468	0.378	0.633	0.932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS064D15A83	LRFN4_PTPRS	simple:Q6PJG9	simple:Q13332	LRFN4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.266	0.0	0.23	0.188	0.0	0.112	0.0	0.078	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.242	0.2	0.0	0.124	0.0	0.09	0.066	0.0	0.0	0.0	0.27	0.0	0.234	0.192	0.0	0.115	0.0	0.082	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.233	0.191	0.0	0.114	0.0	0.081	0.057	0.0	0.0	0.0	0.261	0.0	0.225	0.182	0.0	0.106	0.0	0.072	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.245	0.0	0.209	0.167	0.0	0.091	0.0	0.057	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.0	0.218	0.176	0.0	0.099	0.0	0.066	0.042	0.0	0.0	0.0
CPI-SS09ABD133A	SLITRK2_PTPRS	simple:Q9H156	simple:Q13332	SLITRK2	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.271	0.0	0.235	0.193	0.0	0.117	0.0	0.083	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265	0.0	0.229	0.187	0.0	0.11	0.0	0.077	0.053	0.0	0.0	0.0	0.256	0.0	0.22	0.177	0.0	0.101	0.0	0.067	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.251	0.0	0.215	0.173	0.0	0.097	0.0	0.063	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.364	0.0	0.328	0.285	0.0	0.209	0.0	0.175	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.266	0.0	0.23	0.187	0.0	0.111	0.0	0.077	0.054	0.0	0.0	0.0	0.388	0.0	0.352	0.31	0.0	0.233	0.0	0.2	0.176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286	0.0	0.25	0.208	0.0	0.132	0.0	0.098	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.0	0.217	0.175	0.0	0.099	0.0	0.065	0.041	0.0	0.0	0.0
CPI-SS080C81D37	APP_CD74	simple:P05067	simple:P04233	APP	CD74	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.29	0.402	0.257	0.234	2.717	0.471	0.583	2.894	1.161	0.544	3.056	2.869	0.099	0.212	0.067	0.044	2.527	0.281	0.392	2.704	0.971	0.354	2.866	2.678	0.652	0.765	0.619	0.597	3.079	0.834	0.945	3.257	1.524	0.907	3.419	3.231	0.479	0.591	0.446	0.424	2.906	0.661	0.772	3.083	1.351	0.734	3.245	3.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.379	0.492	0.346	0.324	2.806	0.561	0.672	2.984	1.251	0.634	3.146	2.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.364	0.476	0.331	0.308	2.791	0.546	0.657	2.968	1.235	0.619	3.13	2.943	0.146	0.258	0.113	0.09	2.573	0.327	0.439	2.75	1.017	0.4	2.912	2.725	0.106	0.219	0.073	0.051	2.533	0.288	0.399	2.711	0.978	0.361	2.873	2.685	0.173	0.285	0.14	0.118	2.6	0.355	0.466	2.777	1.045	0.428	2.939	2.752	0.204	0.317	0.171	0.149	2.632	0.386	0.497	2.809	1.076	0.459	2.971	2.783
CPI-SS0CB6F5575	APP_PLXNA4	simple:P05067	simple:Q9HCM2	APP	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.25	0.0	0.0	0.219	0.0	0.288	0.0	0.0	0.255	0.0	0.0	0.0	0.06	0.0	0.0	0.029	0.0	0.098	0.0	0.0	0.064	0.0	0.0	0.0	0.613	0.0	0.0	0.582	0.0	0.651	0.0	0.0	0.617	0.0	0.0	0.0	0.44	0.0	0.0	0.408	0.0	0.478	0.0	0.0	0.444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.308	0.0	0.378	0.0	0.0	0.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.324	0.0	0.0	0.293	0.0	0.362	0.0	0.0	0.329	0.0	0.0	0.0	0.106	0.0	0.0	0.075	0.0	0.144	0.0	0.0	0.111	0.0	0.0	0.0	0.067	0.0	0.0	0.035	0.0	0.105	0.0	0.0	0.071	0.0	0.0	0.0	0.134	0.0	0.0	0.102	0.0	0.172	0.0	0.0	0.138	0.0	0.0	0.0	0.165	0.0	0.0	0.134	0.0	0.203	0.0	0.0	0.169	0.0	0.0	0.0
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	0.423	0.0	0.0	0.392	0.0	0.461	0.0	0.0	0.428	0.0	0.0	0.0	0.122	0.0	0.0	0.091	0.0	0.16	0.0	0.0	0.127	0.0	0.0	0.0	0.426	0.0	0.0	0.395	0.0	0.464	0.0	0.0	0.431	0.0	0.0	0.0	0.475	0.0	0.0	0.443	0.0	0.513	0.0	0.0	0.479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527	0.0	0.0	0.495	0.0	0.565	0.0	0.0	0.531	0.0	0.0	0.0	0.159	0.0	0.0	0.128	0.0	0.197	0.0	0.0	0.164	0.0	0.0	0.0	0.366	0.0	0.0	0.335	0.0	0.404	0.0	0.0	0.371	0.0	0.0	0.0	0.23	0.0	0.0	0.199	0.0	0.268	0.0	0.0	0.235	0.0	0.0	0.0	0.074	0.0	0.0	0.043	0.0	0.112	0.0	0.0	0.078	0.0	0.0	0.0	0.569	0.0	0.0	0.538	0.0	0.607	0.0	0.0	0.573	0.0	0.0	0.0	0.595	0.0	0.0	0.563	0.0	0.633	0.0	0.0	0.599	0.0	0.0	0.0
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.218	0.268	0.225	0.223	0.0	0.0	0.0	0.302	0.244	0.28	0.0	0.244	0.028	0.077	0.035	0.033	0.0	0.0	0.0	0.112	0.053	0.089	0.0	0.054	0.581	0.63	0.587	0.585	0.0	0.0	0.0	0.664	0.606	0.642	0.0	0.607	0.408	0.457	0.414	0.412	0.0	0.0	0.0	0.491	0.433	0.469	0.0	0.433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.308	0.357	0.314	0.312	0.0	0.0	0.0	0.391	0.333	0.369	0.0	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292	0.342	0.299	0.297	0.0	0.0	0.0	0.376	0.318	0.354	0.0	0.318	0.074	0.124	0.081	0.079	0.0	0.0	0.0	0.158	0.1	0.136	0.0	0.1	0.035	0.084	0.041	0.039	0.0	0.0	0.0	0.118	0.06	0.096	0.0	0.061	0.102	0.151	0.108	0.106	0.0	0.0	0.0	0.185	0.127	0.163	0.0	0.127	0.133	0.182	0.14	0.138	0.0	0.0	0.0	0.217	0.158	0.194	0.0	0.159
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.229	0.056	0.117	0.173	0.0	0.1	0.079	0.0	0.0	0.059	0.0	0.0	0.215	0.043	0.103	0.159	0.0	0.086	0.065	0.0	0.0	0.045	0.0	0.0	0.215	0.043	0.103	0.16	0.0	0.087	0.065	0.0	0.0	0.045	0.0	0.0	0.21	0.037	0.098	0.154	0.0	0.081	0.06	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183	0.01	0.071	0.127	0.0	0.054	0.033	0.0	0.0	0.012	0.0	0.0	0.193	0.021	0.081	0.138	0.0	0.065	0.043	0.0	0.0	0.023	0.0	0.0	0.263	0.091	0.151	0.208	0.0	0.135	0.113	0.0	0.0	0.093	0.0	0.0	0.207	0.034	0.095	0.151	0.0	0.078	0.057	0.0	0.0	0.036	0.0	0.0	0.194	0.021	0.082	0.138	0.0	0.065	0.044	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.107	0.168	0.224	0.0	0.151	0.13	0.0	0.0	0.11	0.0	0.0
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.26	0.088	0.148	0.204	0.0	0.131	0.11	0.0	0.0	0.09	0.0	0.0	0.256	0.084	0.144	0.2	0.0	0.127	0.106	0.0	0.0	0.086	0.0	0.0	0.248	0.075	0.136	0.192	0.0	0.119	0.098	0.0	0.0	0.078	0.0	0.0	0.282	0.109	0.17	0.226	0.0	0.153	0.132	0.0	0.0	0.112	0.0	0.0	0.697	0.525	0.585	0.642	0.0	0.569	0.547	0.0	0.0	0.527	0.0	0.0	0.251	0.078	0.139	0.195	0.0	0.122	0.101	0.0	0.0	0.08	0.0	0.0	0.193	0.021	0.081	0.138	0.0	0.065	0.043	0.0	0.0	0.023	0.0	0.0	0.45	0.277	0.338	0.394	0.0	0.321	0.3	0.0	0.0	0.28	0.0	0.0	0.328	0.156	0.216	0.273	0.0	0.2	0.178	0.0	0.0	0.158	0.0	0.0	0.221	0.048	0.109	0.165	0.0	0.092	0.071	0.0	0.0	0.051	0.0	0.0	0.421	0.249	0.309	0.365	0.0	0.292	0.271	0.0	0.0	0.251	0.0	0.0	0.476	0.303	0.364	0.42	0.0	0.347	0.326	0.0	0.0	0.305	0.0	0.0
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ANXA1	FPR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Annexin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.205	0.0	0.0	1.088	1.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.766	0.0	0.0	1.648	1.853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.027	0.0	0.0	0.909	1.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.298	0.0	0.0	1.181	1.385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.059	0.0	0.0	0.942	1.146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.802	1.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.099	0.0	0.0	0.982	1.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.065	0.0	0.0	0.948	1.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.922	1.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.379	0.0	0.0	1.261	1.466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.998	0.0	0.0	0.881	1.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.336	0.0	0.0	1.218	1.423
CPI-SS0EEECE1C4	HEBP1_FPR3	simple:Q9NRV9	simple:P25089	HEBP1	FPR3	False	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386	0.0	0.0	0.269	0.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311	0.0	0.0	0.194	0.398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.404	0.0	0.0	0.286	0.491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.434	0.0	0.0	0.317	0.522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386	0.0	0.0	0.269	0.473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.341	0.0	0.0	0.223	0.428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.318	0.0	0.0	0.201	0.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.232	0.437
CPI-CS01F7D06F1	2arachidonoylglycerol_byDAGLB_GPR55	complex:2arachidonoylglycerol_byDAGLB	simple:Q9Y2T6		GPR55	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.0	0.037	0.0	0.0	0.0	0.0	0.212	0.0	0.0	0.082	0.0	0.033	0.0	0.039	0.0	0.0	0.0	0.0	0.214	0.0	0.0	0.085	0.0	0.036	0.0	0.032	0.0	0.0	0.0	0.0	0.207	0.0	0.0	0.078	0.0	0.029	0.0	0.029	0.0	0.0	0.0	0.0	0.204	0.0	0.0	0.075	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.205	0.0	0.0	0.076	0.0	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.231	0.0	0.0	0.101	0.0	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.0	0.0	0.0	0.0	0.209	0.0	0.0	0.079	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02A53F29E	LRPAP1_SORT1	simple:P30533	simple:Q99523	LRPAP1	SORT1	False	False	True	curated	False	Ligand-Receptor		0.233	0.211	0.221	0.22	0.0	0.0	0.0	0.291	0.229	0.0	0.338	0.282	0.167	0.145	0.155	0.154	0.0	0.0	0.0	0.224	0.163	0.0	0.272	0.216	0.28	0.257	0.267	0.267	0.0	0.0	0.0	0.337	0.276	0.0	0.385	0.328	0.283	0.26	0.27	0.27	0.0	0.0	0.0	0.34	0.279	0.0	0.388	0.331	0.796	0.774	0.784	0.783	0.0	0.0	0.0	0.853	0.792	0.0	0.901	0.845	0.214	0.192	0.202	0.201	0.0	0.0	0.0	0.272	0.21	0.0	0.319	0.263	0.248	0.226	0.236	0.235	0.0	0.0	0.0	0.305	0.244	0.0	0.353	0.297	0.248	0.225	0.235	0.234	0.0	0.0	0.0	0.305	0.243	0.0	0.352	0.296	0.166	0.143	0.153	0.153	0.0	0.0	0.0	0.223	0.162	0.0	0.271	0.214	0.135	0.113	0.122	0.122	0.0	0.0	0.0	0.192	0.131	0.0	0.24	0.183	0.15	0.127	0.137	0.137	0.0	0.0	0.0	0.207	0.146	0.0	0.255	0.198	0.207	0.185	0.195	0.194	0.0	0.0	0.0	0.264	0.203	0.0	0.312	0.256
