gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	APOE+ FIB	CD40LG+ TC	COL11A1+ FIB	FBN1+ FIB	Inflam. DC	Inflam. FIB	Inflam. TC	LC	NKT	TC	cDC1	cDC2
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.004	0.0	0.048	0.01	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	ALDH1A1	0.123	0.006	0.06	0.122	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	ALDH1A1	0.123	0.006	0.06	0.122	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC065AB1F5E	ALDH1A1	0.123	0.006	0.06	0.122	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A31C8D8B	ALDH1A1	0.123	0.006	0.06	0.122	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0A06D2C2D	ALDH1A1	0.123	0.006	0.06	0.122	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC03F7FB36A	ALDH1A3	0.002	0.0	0.006	0.069	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0564402E8	ALDH1A3	0.002	0.0	0.006	0.069	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC0BD81688E	ALDH1A3	0.002	0.0	0.006	0.069	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC07CAD6A4A	ALDH1A3	0.002	0.0	0.006	0.069	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	P47895	True	AL1A3_HUMAN	atRetinoicAcid_byALDH1A3	CPI-CC09B046394	ALDH1A3	0.002	0.0	0.006	0.069	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
B2M	P61769	True	B2MG_HUMAN	CD1B_complex	CPI-CS05B3376EE	B2M	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8	0.0	0.0	0.143	0.486
CD1B	P29016	True	CD1B_HUMAN	CD1B_complex	CPI-CS05B3376EE	CD1B	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.8	0.0	0.0	0.143	0.486
DHCR24	Q15392	True	DHC24_HUMAN	Cholesterol_byDHCR24	CPI-CS0D81115C8	DHCR24	0.004	0.006	0.018	0.022	0.0	0.016	0.0	0.0	0.029	0.0	0.0	0.027
LIPA	P38571	True	LICH_HUMAN	Cholesterol_byLIPA	CPI-CS0406B0B69	LIPA	0.071	0.026	0.072	0.079	0.0	0.097	0.051	0.8	0.143	0.018	0.143	0.541
ITGB1	P05556	True	ITB1_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGB1	0.058	0.006	0.09	0.116	0.0	0.081	0.0	0.2	0.029	0.024	0.429	0.108
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb1_complex	CPI-CS0D69D106B	ITGAV	0.058	0.006	0.09	0.116	0.0	0.081	0.0	0.2	0.029	0.024	0.429	0.108
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGAV	0.024	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGAV	P06756	True	ITAV_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGAV	0.024	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS056DF06D6	ITGB3	0.024	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB3	P05106	True	ITB3_HUMAN	integrin_aVb3_complex	CPI-CS0A0368BF0	ITGB3	0.024	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTA4H	P09960	True	LKHA4_HUMAN	LeukotrieneB4_byLTA4H	CPI-CS047D9C0D7	LTA4H	0.038	0.006	0.048	0.037	1.0	0.032	0.051	0.2	0.057	0.024	0.143	0.162
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5AP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5AP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	LTC4S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	LTC4S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.108
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	LTC4S	0.015	0.026	0.078	0.008	0.0	0.016	0.026	0.0	0.029	0.018	0.143	0.189
DPEP1	P16444	True	DPEP1_HUMAN	LeukotrieneE4_byDPEP1	CPI-CS0150916A7	DPEP1	0.002	0.0	0.349	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
PTGIS	Q16647	True	PTGIS_HUMAN	Prostacyclin_byPTGIS	CPI-CS09A35DD21	PTGIS	0.056	0.006	0.018	0.415	0.0	0.097	0.0	0.0	0.029	0.0	0.0	0.0
AKR1C3	P42330	True	AK1C3_HUMAN	ProstaglandinD2_byAKR1C3	CPI-CS0D78DAC70	AKR1C3	0.2	0.006	0.042	0.322	0.0	0.097	0.0	0.0	0.057	0.012	0.0	0.027
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS0F0453B03	PTGES	0.101	0.006	0.066	0.2	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS080C76630	PTGES	0.101	0.006	0.066	0.2	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-CS023F349AF	PTGES	0.101	0.006	0.066	0.2	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0086A177F	PTGES2	0.026	0.026	0.048	0.037	1.0	0.0	0.103	0.3	0.0	0.006	0.286	0.351
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS0F721837F	PTGES2	0.026	0.026	0.048	0.037	1.0	0.0	0.103	0.3	0.0	0.006	0.286	0.351
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-CS08E678B9D	PTGES2	0.026	0.026	0.048	0.037	1.0	0.0	0.103	0.3	0.0	0.006	0.286	0.351
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS000F037BD	PTGES3	0.284	0.245	0.307	0.308	1.0	0.355	0.308	0.45	0.171	0.134	0.429	0.541
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS0C9671CB6	PTGES3	0.284	0.245	0.307	0.308	1.0	0.355	0.308	0.45	0.171	0.134	0.429	0.541
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-CS036B95798	PTGES3	0.284	0.245	0.307	0.308	1.0	0.355	0.308	0.45	0.171	0.134	0.429	0.541
AKR1B1	P15121	True	ALDR_HUMAN	ProstaglandinF2a_byAKR1B1	CPI-CS058DED3AA	AKR1B1	0.115	0.032	0.114	0.145	0.0	0.097	0.077	0.0	0.057	0.043	0.286	0.135
CBR1	P16152	True	CBR1_HUMAN	ProstaglandinF2a_byCBR1	CPI-CS08EDCA6A3	CBR1	0.118	0.058	0.12	0.193	0.0	0.145	0.051	0.0	0.057	0.012	0.0	0.0
HSD17B12	Q53GQ0	True	DHB12_HUMAN	Testosterone_byHSD17B12	CPI-CS0BE6576AD	HSD17B12	0.081	0.065	0.072	0.112	1.0	0.097	0.026	0.4	0.171	0.03	0.429	0.324
CDH1	P12830	False	CADH1_HUMAN		CPI-SC09D882C18	CDH1	0.001	0.0	0.018	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.135
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0889E281D	CADM1	0.009	0.019	0.072	0.0	0.0	0.016	0.026	0.0	0.0	0.006	0.286	0.0
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS09C06644C	CADM3	0.047	0.006	0.072	0.147	0.0	0.065	0.0	0.0	0.029	0.0	0.0	0.0
CRTAM	O95727	False	CRTAM_HUMAN		CPI-SS0C9696AAA	CRTAM	0.0	0.013	0.0	0.0	0.0	0.0	0.154	0.0	0.114	0.012	0.0	0.027
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC0E53A238E	COL11A1	0.002	0.0	0.392	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0E83A4B71	COL12A1	0.153	0.0	0.307	0.475	0.0	0.21	0.0	0.0	0.057	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0FCF853DB	COL13A1	0.0	0.0	0.0	0.002	0.0	0.032	0.0	0.0	0.029	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0AB5FBF10	COL14A1	0.102	0.006	0.151	0.375	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC027893337	COL15A1	0.158	0.0	0.265	0.018	0.0	0.274	0.0	0.0	0.057	0.012	0.0	0.027
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC06AD39F88	COL16A1	0.11	0.006	0.41	0.214	0.0	0.21	0.026	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0C739EDCE	COL18A1	0.051	0.097	0.06	0.031	0.0	0.355	0.103	0.0	0.086	0.03	0.0	0.027
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC08DBCCFF0	COL1A1	0.433	0.006	0.898	0.811	0.0	0.758	0.0	0.0	0.114	0.0	0.0	0.027
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC09DB9D20A	COL1A2	0.695	0.006	0.928	0.9	0.0	0.823	0.0	0.0	0.029	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC065DB6486	COL21A1	0.037	0.0	0.259	0.02	0.0	0.097	0.0	0.0	0.057	0.0	0.286	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC073A7317A	COL24A1	0.015	0.0	0.12	0.01	0.0	0.048	0.0	0.05	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC050F64BB5	COL27A1	0.026	0.0	0.078	0.012	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC00367777A	COL3A1	0.512	0.013	0.825	0.745	0.0	0.871	0.0	0.0	0.114	0.0	0.0	0.027
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0744E13CB	COL4A1	0.236	0.0	0.229	0.033	0.0	0.29	0.0	0.0	0.057	0.018	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC03F728659	COL4A2	0.199	0.0	0.133	0.033	0.0	0.161	0.0	0.0	0.029	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0886D58EF	COL4A3	0.002	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC04ABF0023	COL4A4	0.008	0.0	0.0	0.006	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0592501EA	COL5A1	0.074	0.0	0.217	0.257	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC037A0554C	COL5A2	0.174	0.0	0.446	0.281	0.0	0.387	0.0	0.0	0.029	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC00EAD4C47	COL5A3	0.049	0.0	0.036	0.029	0.0	0.065	0.0	0.0	0.0	0.006	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0549A759B	COL6A1	0.642	0.013	0.795	0.792	0.0	0.806	0.0	0.0	0.143	0.006	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F9FB6DCB	COL6A2	0.765	0.032	0.795	0.91	0.0	0.855	0.0	0.0	0.086	0.018	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECDD1074	COL6A3	0.496	0.013	0.645	0.523	0.0	0.581	0.077	0.0	0.114	0.006	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0C6DC4D50	COL6A5	0.001	0.0	0.006	0.006	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0D3870098	COL6A6	0.014	0.0	0.084	0.079	0.0	0.274	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC0E509A5C6	COL7A1	0.008	0.006	0.139	0.008	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0453131F6	COL8A2	0.013	0.006	0.066	0.071	0.0	0.065	0.0	0.05	0.0	0.0	0.0	0.054
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0270AA5D9	COL9A2	0.001	0.019	0.006	0.0	0.0	0.0	0.077	0.1	0.029	0.006	0.0	0.081
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC03AF43F8B	SEMA7A	0.0	0.006	0.0	0.0	0.0	0.016	0.103	0.0	0.0	0.0	0.0	0.0
COL11A1	P12107	False	COBA1_HUMAN		CPI-SC06F3DDF90	COL11A1	0.002	0.0	0.392	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0A3722F1F	COL12A1	0.153	0.0	0.307	0.475	0.0	0.21	0.0	0.0	0.057	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC093DFA335	COL13A1	0.0	0.0	0.0	0.002	0.0	0.032	0.0	0.0	0.029	0.0	0.0	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC092A2325E	COL14A1	0.102	0.006	0.151	0.375	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0BCE0B954	COL15A1	0.158	0.0	0.265	0.018	0.0	0.274	0.0	0.0	0.057	0.012	0.0	0.027
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01633DC81	COL16A1	0.11	0.006	0.41	0.214	0.0	0.21	0.026	0.0	0.0	0.0	0.0	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0755F1632	COL18A1	0.051	0.097	0.06	0.031	0.0	0.355	0.103	0.0	0.086	0.03	0.0	0.027
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0AD2341AF	COL1A1	0.433	0.006	0.898	0.811	0.0	0.758	0.0	0.0	0.114	0.0	0.0	0.027
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC015ECCD97	COL1A2	0.695	0.006	0.928	0.9	0.0	0.823	0.0	0.0	0.029	0.0	0.0	0.0
COL21A1	Q96P44	False	COLA1_HUMAN		CPI-SC0C1E494D6	COL21A1	0.037	0.0	0.259	0.02	0.0	0.097	0.0	0.0	0.057	0.0	0.286	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0B09B811A	COL24A1	0.015	0.0	0.12	0.01	0.0	0.048	0.0	0.05	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0FC6454F5	COL27A1	0.026	0.0	0.078	0.012	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0C061DC28	COL3A1	0.512	0.013	0.825	0.745	0.0	0.871	0.0	0.0	0.114	0.0	0.0	0.027
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0C351F7DF	COL4A1	0.236	0.0	0.229	0.033	0.0	0.29	0.0	0.0	0.057	0.018	0.0	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC09AE93F66	COL4A2	0.199	0.0	0.133	0.033	0.0	0.161	0.0	0.0	0.029	0.0	0.0	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC08F17FB3E	COL4A3	0.002	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0FAC9844A	COL4A4	0.008	0.0	0.0	0.006	0.0	0.048	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC08821B0D2	COL5A1	0.074	0.0	0.217	0.257	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC075489ADB	COL5A2	0.174	0.0	0.446	0.281	0.0	0.387	0.0	0.0	0.029	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0D0BFC9F7	COL5A3	0.049	0.0	0.036	0.029	0.0	0.065	0.0	0.0	0.0	0.006	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC0FB1817EE	COL6A1	0.642	0.013	0.795	0.792	0.0	0.806	0.0	0.0	0.143	0.006	0.0	0.0
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0C5B4E222	COL6A2	0.765	0.032	0.795	0.91	0.0	0.855	0.0	0.0	0.086	0.018	0.0	0.0
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC044916391	COL6A3	0.496	0.013	0.645	0.523	0.0	0.581	0.077	0.0	0.114	0.006	0.0	0.0
COL6A5	A8TX70	False	CO6A5_HUMAN		CPI-SC0E453F338	COL6A5	0.001	0.0	0.006	0.006	0.0	0.258	0.0	0.0	0.0	0.0	0.0	0.0
COL6A6	A6NMZ7	False	CO6A6_HUMAN		CPI-SC0EDDBD0FB	COL6A6	0.014	0.0	0.084	0.079	0.0	0.274	0.0	0.0	0.0	0.0	0.0	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC037038602	COL7A1	0.008	0.006	0.139	0.008	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC0CC30CEC0	COL8A2	0.013	0.006	0.066	0.071	0.0	0.065	0.0	0.05	0.0	0.0	0.0	0.054
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0C155763A	COL9A2	0.001	0.019	0.006	0.0	0.0	0.0	0.077	0.1	0.029	0.006	0.0	0.081
FN1	P02751	False	FINC_HUMAN		CPI-SC0AE4F5BAB	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0C09120F1	ICAM1	0.012	0.006	0.036	0.01	1.0	0.097	0.026	0.4	0.029	0.006	0.143	0.243
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC071B77A18	JAM3	0.023	0.0	0.06	0.067	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0
F10	P00742	False	FA10_HUMAN		CPI-SC02C7E2DB4	F10	0.224	0.0	0.301	0.448	0.0	0.323	0.0	0.0	0.029	0.0	0.0	0.0
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	C3	0.461	0.019	0.0	0.391	0.0	0.516	0.0	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC003905460	THY1	0.347	0.006	0.452	0.385	0.0	0.387	0.0	0.0	0.057	0.0	0.0	0.0
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC08CB03AD8	ICAM1	0.012	0.006	0.036	0.01	1.0	0.097	0.026	0.4	0.029	0.006	0.143	0.243
THY1	P04216	False	THY1_HUMAN		CPI-SC0EFDBED2D	THY1	0.347	0.006	0.452	0.385	0.0	0.387	0.0	0.0	0.057	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0F96CE387	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SC0C2126F8E	JAM2	0.023	0.0	0.12	0.012	0.0	0.065	0.0	0.0	0.057	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC00B50273B	TNC	0.001	0.0	0.012	0.006	0.0	0.258	0.0	0.0	0.0	0.006	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0B2557C9D	VCAM1	0.074	0.0	0.078	0.016	0.0	0.323	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC09A33C92E	PLA2G2A	0.427	0.0	0.006	0.299	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E029AB31	PLAUR	0.027	0.032	0.036	0.033	0.0	0.0	0.0	0.8	0.0	0.006	0.286	0.514
FN1	P02751	False	FINC_HUMAN		CPI-SC034EE8AAA	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC06C0A2080	VCAM1	0.074	0.0	0.078	0.016	0.0	0.323	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06C3BA86F	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC08F3F7DC6	PLA2G2A	0.427	0.0	0.006	0.299	0.0	0.129	0.0	0.0	0.057	0.0	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC03A4FA18B	CD40LG	0.0	0.303	0.0	0.002	0.0	0.0	0.256	0.0	0.086	0.274	0.0	0.0
FBN1	P35555	False	FBN1_HUMAN		CPI-SC0ABE9B7D2	FBN1	0.182	0.006	0.223	0.674	0.0	0.452	0.0	0.0	0.057	0.006	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08F923F07	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06D7BD0F6	FN1	0.14	0.006	0.5	0.495	0.0	0.371	0.0	0.0	0.0	0.0	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC07763D025	LAMC1	0.185	0.006	0.12	0.212	0.0	0.274	0.0	0.0	0.057	0.0	0.0	0.0
TNC	P24821	False	TENA_HUMAN		CPI-SC021D4420C	TNC	0.001	0.0	0.012	0.006	0.0	0.258	0.0	0.0	0.0	0.006	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02EA03F82	THBS1	0.003	0.0	0.133	0.077	0.0	0.032	0.0	0.0	0.029	0.0	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SC0F72E9E4E	FGF2	0.025	0.0	0.024	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
